date,user,location,text
2022-03-14 07:45:51,Demetrehunter23,Detroit Ml | Las vegas ,  #winterparalympics  #closingceremony :broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::sports_medal: i going to miss game so much i am s  
2022-03-14 07:44:03,USEmbassySeoul,"Seoul, Korea","""differences here did not divide us. they united us."" - president of @paralympics @parsonsandrewcongrats @teamusa  "
2022-03-14 07:38:00,PhilDorward,"Bonn, Kent, Dundee",we have company on the flight home. #shueyrhonrhon #winterparalympics 
2022-03-14 07:33:52,Demetrehunter23,Detroit Ml | Las vegas ,streams@&gt;  (live)-winter olympics luge live on 08 feb 2022 #olympics #olympics2022 #winterparalympics    mar 20th 2  
2022-03-14 07:32:31,junoluowalker,,go go #冬殘奧會 #勵志 #winterparalympics #icesports #amazingrace 
2022-03-14 07:31:56,junoluowalker,,beautiful #冬殘奧會 #勵志 #winterparalympics #icesports #amazingrace 
2022-03-14 07:31:16,junoluowalker,,amazing bro #冬殘奧會 #勵志 #winterparalympics #icesports #amazingrace 
2022-03-14 07:30:00,GBSnowsport,United Kingdom,:bouquet::3rd_place_medal: what a moment :3rd_place_medal::bouquet:relive @paralympicsgb's first medal of @beijing2022 with us - bronze in the downhill vi for  
2022-03-14 07:18:50,AUSParalympics,Australia,missed the #beijing2022 #winterparalympics closing ceremony  watch it in full on @7plus:   
2022-03-14 07:17:14,AlexWon55052171,,while some 600 athletes competed in #beijing2022 #winterparalympics  more than 40 technicians were on hand to provi  
2022-03-14 06:59:53,CGTNSportsScene,"北京, 中华人民共和国",":Iran:sedigheh rouzbeh:""the day before the race  i was injured during training. but i did my best &amp; finished the race.  "
2022-03-14 06:45:42,YoungVoice00,,“i’ve got your back ”strength of solidarity #winterparalympics #wheelchaircurling #teamchina 
2022-03-14 06:44:57,YoungVoice00,,thumbs up to all the athletes for your passion and dedicationbeijing #winterparalympics closed but efforts to mak  
2022-03-14 06:41:36,Daniell23278155,,thank you  beijing 2022. 谢谢你，北京2022.it has been a wonderful #winterparalympics see you all very soon   
2022-03-14 06:30:08,Peaky1966,Hertfordshire UK,@bbcbreakfast @bbcworld @mrdanwalker i know it is important to cover the war in ukraine  but you have still been ru  
2022-03-14 06:23:20,asianparalympic,United Arab Emirates,day 9 asia review: the final medals were awarded on the last day of the beijing 2022 winter games with china adding  
2022-03-14 06:09:32,Demetrehunter23,Detroit Ml | Las vegas ,  #winterparalympics #closingceremony  i going to miss you so much  forever my sad :broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::Ukraine::sports_medal:
2022-03-14 06:08:42,Demetrehunter23,Detroit Ml | Las vegas ,  #closingceremony #winterparalympics  :broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::sports_medal::Ukraine:  for the game my favorite i am so sad
2022-03-14 06:06:38,Demetrehunter23,Detroit Ml | Las vegas ,  #winterparalympics #closingceremony #olympics :broken_heart::broken_heart::broken_heart::broken_heart::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::Ukraine::sports_medal: i am so sad for closing
2022-03-14 06:06:13,paraicehockey,"Bonn, Germany",:high_voltage:goosebumps:high_voltage:relive usa’s :United_States: gold-medal performance one more time  it’s worth it  :winking_face:#winterparalympics |  
2022-03-14 06:05:45,Demetrehunter23,Detroit Ml | Las vegas ,  #closingceremony #winterparalympics    #ukraine i am so sad in the place :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::broken_heart::broken_heart::broken_heart::broken_heart::sports_medal::Ukraine: the game so much
2022-03-14 06:05:02,Demetrehunter23,Detroit Ml | Las vegas ,  #winterparalympics #closingceremony :broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::sports_medal: i am going to miss  you the game forever
2022-03-14 06:00:00,AUSParalympics,Australia,thank you #beijing2022. thank you australia. this has been an unforgettable #winterparalympics :green_heart::yellow_heart:see you at  
2022-03-14 05:47:31,Demetrehunter23,Detroit Ml | Las vegas ,#closingceremony #winterparalympics   #olympics :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::broken_heart::sports_medal: for my heart sad 
2022-03-14 05:46:13,Demetrehunter23,Detroit Ml | Las vegas ,team tsh winter paralympics 2022 closing ceremony  mar 13th 2022 #closingceremony  i am so sad for the game for my  
2022-03-14 05:44:59,Demetrehunter23,Detroit Ml | Las vegas ,#winterparalympics #closingceremony  i am going to miss the game forever in my sad for my heart closing ceremony |  
2022-03-14 05:19:37,HingganLeague,"Inner Mogolia,China",at the closing ceremony of the #beijing2022  #winterparalympics    parsons  chairman of the international paralympi  
2022-03-14 05:18:00,BenGauntlettDDC,"Sydney, New South Wales",congratuations to the @ausparalympics team for a tremendous effort at the #beijing2022 #winterparalympics.  
2022-03-14 05:00:19,ParalympicsNZ,"Auckland, New Zealand",thank you to @maersk for shipping the nz paralympic team container to beijing and soon back home again. all the tea  
2022-03-14 04:58:42,GettySport,Global,check out some of our best frames from the final day of the #winterparalympics :snowflake:#beijing2022 #paralympics :camera_with_flash::  
2022-03-14 04:45:42,SKorpacz,New York,congratulations to olympians and paralympians  wold-wide.#saraikorpacz #spiritandtruth #teamusa #olympics2022  
2022-03-14 04:20:46,China_Up_Close,,#winterparalympics is over  as the athletes and the #beijing2022 volunteers prepare to head home  they share their  
2022-03-14 04:19:20,ChinaChatShow,Beijing,"""a new level of the delivery of these games was set by #beijing2022  there's a very committed organizing committee.  "
2022-03-14 04:01:38,NorwayinChina,Beijing,the @beijing2022 #paralympics closed last night. team norway :Norway: did very well and won 4 gold  2 silver and 1 bronze  
2022-03-14 04:00:01,BeijingEvening,,the closing ceremony of #beijing2022 #winterparalympics was held on mar. 13 night  and it’s time to say goodbye to  
2022-03-14 03:33:44,TeamUSA,,g:1st_place_medal:lden selfies@usahockey x #winterparalympics 
2022-03-14 03:29:03,CGTNSportsScene,"北京, 中华人民共和国",:smiling_face_with_smiling_eyes:love:red_heart:#togetherforasharedfuture @paralympics #beijing2022 #winterparalympics #closingceremony @zhang_heqing  
2022-03-14 03:21:22,paraicehockey,"Bonn, Germany",a day in life of the us :United_States: para ice hockey national team. :ice_hockey:fourth-consecutive :1st_place_medal:  it still sounds surreal  :face_screaming_in_fear::link:  r  
2022-03-14 03:20:45,Miyuko_junsei,New York City,from the ashes of war  adversity and :anxious_face_with_sweat:  :Ukraine:’s paralympic team felt humble about their own decisions about winning  
2022-03-14 03:16:46,BusinessBeijing,"Beijing, China",highlights of #closingceremony of #beijing2022 winter paralympic games.see you #shueyrhonrhon and all the paralym  
2022-03-14 03:08:18,USParaNordic,"Colorado Springs, Colorado",we still can't get over how awesome yesterday was :star-struck:#icymi: here's how #teamusa rallied from behind to claim the p  
2022-03-14 03:00:17,ParalympicsNZ,"Auckland, New Zealand",the new zealand paralympic team end their campaign at @beijing2022 with 4 medals  :1st_place_medal::2nd_place_medal::3rd_place_medal::3rd_place_medal:this is new zealand’s most  
2022-03-14 02:22:58,USParaNordic,"Colorado Springs, Colorado",paralympic games :check_mark_button:thank you to everyone who helped make the #winterparalympics a success for :United_States: on the ground  an  
2022-03-14 02:22:28,PKU1898,Beijing,“beijing 2008 changed the way the summer paralympics was delivered forever  this will be the same with the  
2022-03-14 02:20:13,leidesigner,,red &amp; round  skating #shueyrhonrhon is a lovely lantern on the ice &amp; snow:ice_skate::skis:and skiing #shueyrhonrhon is the best:snowflake::clapping_hands:  
2022-03-14 02:19:24,USParaAlpineSki,United States,that's a wrap  :clapper_board:thank you to everyone who helped make the #winterparalympics a success for :United_States: on the ground  and  
2022-03-14 01:57:54,Duncan_ITG,The world,#china has gone from winning one medal in five previous appearances at the #winterparalympics  to collect a stagger  
2022-03-14 01:09:47,jeffrey57306368,,#shueyrhonrhon accessory was awarded to every volunteer for their extraordinary work in #beijing2022  
2022-03-14 01:08:58,Paralympics,,on the final day of #beijing2022 #winterparalympics  usa :United_States: &amp; canada :Canada: went head to head in the epic  
2022-03-14 01:00:29,official_cnpc,"Beijing, China",:snowflake::blue_heart:#cnpc serves @beijing2022 #winterparalympics  :face_savoring_food::dragon_face:the delicacies made by #cnpc huayou group are a hit at the  
2022-03-14 01:00:01,USParaAlpineSki,United States,whilst her paralympic debut may not have finished the way she would have liked - with an injury in her final event  
2022-03-14 00:58:44,xile48573949,,#livefrombeijing2022: #beijing2022 paralympic winter games' closing ceremony held in beijing. #winterparalympics ph  
2022-03-14 00:57:18,Paralympics,,the #beijing2022 #winterparalympics ended in style with the most successful athletes crowned in snow sports. :crown: :snowflake: 
2022-03-14 00:55:21,ZuccaGirl,,winter paralympics 2022 closing ceremony highlights | beijing 2022  via @youtube  
2022-03-14 00:46:32,CGTNSportsScene,"北京, 中华人民共和国",:worried_face:when you realize it's time to say goodbye to #shueyrhonrhon #beijing2022 #winterparalympics #雪容融 @paralympics  
2022-03-14 00:45:26,ZuccaGirl,,final medal tally | day 9 | beijing 2022 winter paralympics medal table  via @youtube  
2022-03-14 00:44:54,AUSParalympics,Australia,@apc_ceo @parasnowsports @snowaust @katemcloughlin4 @7sport @paralympics @beijing2022 some unbelievable moments fro  
2022-03-14 00:44:40,BeijingReview,Worldwide,the beijing #winterparalympics has not only witnessed remarkable feats of para-athletes from around the world but a  
2022-03-14 00:43:17,Golover_Tu,Jiangsu,with the #beijing2022  paralympic winter games closing on sunday  participating athletes have spoken highly of orga  
2022-03-14 00:01:42,usahockey,"Colorado Springs, Colo.",needed a hard copy for this one.:1st_place_medal:#winterparalympics | #teamusa:United_States: 
2022-03-14 00:00:01,CGTNOfficial,"Beijing, China",china’s #twosessions conclude; #beijing2022 #winterparalympics close; #covid19 self-test kits approved; and more. t  
2022-03-13 23:10:00,NYSComptroller,New York,congratulations to all of the athletes who represented @teamusa in the @paralympics. your performances were incredi  
2022-03-13 23:09:13,Asitseemstome,,beijing 2022 winter paralympics closing ceremony: in pictures#winterparalympics #closingceremony 
2022-03-13 23:00:14,VacayAbility,,honestly  just give us the gold in ugly crying. also  #doglympics  just a thought...#paralympics  
2022-03-13 22:51:40,AUSParalympics,Australia,australia’s campaign at beijing 2022 has finished with two champions calling it a day  some exciting future stars s  
2022-03-13 22:43:12,dorothyofkansas,"England, United Kingdom",@bbcnews @bbcnewsbeat #bbcsport #bbcnews #winterparalympics when the winter paralympics end and news sports present  
2022-03-13 22:37:50,LiamNee,"Stamford, Conn.",top moments of the 2022 #winterparalympics  @shawnsmithnbc
2022-03-13 22:35:02,paulfrost_me,"Ex Ldn, ex N.East, now S.Wales",@chineseembinuk #china you’ve just hosted a fantastic #winterolympics #winterparalympics @olympics &amp; now you mig  
2022-03-13 22:07:54,usahockey,"Colorado Springs, Colo.",medaling each other. an incredibly special moment.#winterparalympics | #teamusa:United_States: 
2022-03-13 22:06:25,SenatorHick,Colorado,congratulations to vail’s @twalnutz for winning silver in men's giant slalom at the #winterparalympics  :2nd_place_medal:
2022-03-13 21:57:35,Miyuko_junsei,New York City,what’ll happen to @ukrparalympic team after #beijing2022 #winterparalympics   i am curious if they could come over  
2022-03-13 21:51:17,DMStudiosHQ,,with that  this concludes the #beijing2022 #winterolympics &amp; #winterparalympics  we still got so many great and ins  
2022-03-13 21:50:45,HPSportNZ,New Zealand,he’s done it :3rd_place_medal:yesterday adam hall took another bronze for new zealand to round out a hugely successful games for  
2022-03-13 21:50:16,SportNZ,New Zealand,he’s done it :3rd_place_medal:yesterday adam hall took another bronze for new zealand to round out a hugely successful games for  
2022-03-13 21:42:28,DMStudiosHQ,,just like that...it's all over. always bittersweet  but the hope remains high in all of us.#closingceremony  
2022-03-13 21:36:18,DMStudiosHQ,,inspiring words to close the games. i hope it's shown some light even in these difficult times  and we can all come  
2022-03-13 21:30:05,DMStudiosHQ,,so excited to see the party continue in gorgeous italy  a country dear to my heart. i know #milanocortina2026 will  
2022-03-13 21:26:12,jetman_999,"High Point, NC",here it is  a uniquely golden one-off paint scheme to celebrate @usahockey and their #winterparalympics sled hockey  
2022-03-13 21:08:40,DMStudiosHQ,,way to make us all proud  #teamusa  everyone did a fantastic job  thank you for representing us @gabelkeith  :United_States:  
2022-03-13 21:06:46,DMStudiosHQ,,great start  love the record aesthetic  it feels retro yet unifying  #closingceremony #beijing2022  
2022-03-13 21:05:38,DMStudiosHQ,,catching up a bit. but let the #closingceremony begin  can't believe we're already at the end  #beijing2022  
2022-03-13 20:55:18,LiamNee,"Stamford, Conn.",ukraine finishes second behind china in 2022 #winterparalympics medal count  @shawnsmithnbc
2022-03-13 20:42:38,DMStudiosHQ,,#teamusa medal count - #beijing2022 #winterparalympicsday 9 [final day] - 3/13/2022 | #dmstudios#gold: 6#silver  
2022-03-13 20:41:13,Paralympics,,what a way to end the games @oksanamasters wins her 7th medal at #beijing2022 as usa :United_States: take #gold in the cross-c  
2022-03-13 20:20:56,SnowsportEng,"Loughborough, England",the men's para nordic squad earned 12th place in the open relay  :United_Kingdom:#winterparalympics #beijing2022 
2022-03-13 20:05:33,UkrainianBadas1,Ukraine,#ukraine has ranked 2nd in the medal count table at the 2022 winter paralympic games  we won 29 medals – :1st_place_medal: 11 gold   
2022-03-13 20:00:37,salesforce,"San Francisco, CA",we're so proud of all @teamusa athletes. the #winterolympics and #winterparalympics truly inspired us all. can't  
2022-03-13 19:56:50,jiajiawangjj,,those days are memorable.  #beijing2022 #winterolympics #winterparalympics #bingdwendwen #shueyrhonrhon 
2022-03-13 19:54:37,SnowsportEng,"Loughborough, England",neil simpson gbr and his guide andrew simpson competing in the men's slalom vi on the last day of the paralympic ga  
2022-03-13 19:44:56,SnowsportEng,"Loughborough, England",on the last day of the paralympic games james whitley had a successful race in the standing slalom with a top-10 re  
2022-03-13 19:41:15,Paralympics,,"""he's swept all before him ""norway's jesper pedersen :Norway: wins his 4th #gold medal of the games to become the most  "
2022-03-13 19:33:25,ShOcKjOcK80,"La Broquerie, MB ",gahhh  #teamcanada down 2-0 to #teamusa in the 1st period :grimacing_face:#sledgehockey #sledhockey #winterparalympics
2022-03-13 19:27:36,usahockey,"Colorado Springs, Colo.",the final stick raise  and it's a good one.#winterparalympics | #teamusa:United_States: 
2022-03-13 19:14:56,ActiveSA_SAC,South Ayrshire,:United_Kingdom::snowflake::China: gb wins 6 medals at beijing 2022 :China::snowflake::United_Kingdom:paralympicsgb have won a total of 6 medals at the #beijing2022 wint  
2022-03-13 19:00:02,TeamUSA,,over 25% of #teamusa athletes at the 2022 winter paralympics competed in sport at the collegiate level #showtheworld x #winterparalympics
2022-03-13 18:56:38,Paralympics,,a day of fireworks  farewells  emotion and medals as beijing:China: welcomes @milanocortina26 :Italy: to the  
2022-03-13 18:41:13,Paralympics,,"""differences here did not divide us. they united us.""powerful words from the #beijing2022 #winterparalympics  "
2022-03-13 18:33:15,Miyuko_junsei,New York City,@parsonsandrew  this is what @kevinspeedskate wants to debut #speedskating in @milanocortina26 #winterparalympics.  
2022-03-13 18:28:21,Miyuko_junsei,New York City,what could @isu_figure  @fil_luge do with @paralympics to debut in @milanocortina26  #speedskating and #luge could  
2022-03-13 18:24:45,ThatUnitedLady,Bangalore/Bombay,“ my faith is stronger than anything else. i believe that without my faith  i wouldn't have been here making histor  
2022-03-13 18:19:09,dsuksnowsport,UK,one of our highlights in the run up to the #winterparalympics was welcoming the @bbcnewsround team to  
2022-03-13 18:18:48,merlin_wz,lyon,does pisces mercury invoke dreams or ideas is venus n mars like marbles in aquarius @kcorradio @astrocarolina  
2022-03-13 18:14:45,EallianceSport,,how gender diverse was team canada at the #2022winterparalympics  find out in e-alliance’s latest gender equity sco  
2022-03-13 18:06:33,usahockey,"Colorado Springs, Colo.",some (golden) goals.:1st_place_medal:#winterparalympics | #teamusa:United_States: 
2022-03-13 17:53:05,ashworthawards,"North Attleboro, MA",congratulations to all the athletes that competed in the 2022 winter paralympics  we admire your accomplishments an  
2022-03-13 17:49:21,geoffberkeley,Coventry / Milton Keynes,":speaking_head: ""humankind hopes to live in a world where dialogue prevails.""our movement hopes world leaders be inspired by th  "
2022-03-13 17:28:31,usahockey,"Colorado Springs, Colo.",a family made of gold. #teamusa :United_States:#winterparalympics 
2022-03-13 17:20:24,NBCOlympics,,the #winterparalympics closing ceremony was a sight to behold. 
2022-03-13 17:13:35,Mangohntv,CS,roundup: china takes wheelchair curling gold  secures lead in beijing 2022 paralympic tally   
2022-03-13 17:05:40,HowlingMonkey2,"Shenandoah Valley, VA",:sparkling_heart:thank you to all the brilliant paralympians :sports_medal: so much talent  so much grit  so much heart  so much resiliency  i w  
2022-03-13 17:05:23,KallyMedia,"Cardiff, Wales",i feel so honoured to be a part of the social media team for the #winterparalympics #beijing2022 :raising_hands:nine nights of  
2022-03-13 17:03:34,usahockey,"Colorado Springs, Colo.",back-to-back-to-back-to-back.:1st_place_medal:#winterparalympics | #teamusa:United_States: 
2022-03-13 17:00:01,TeamUSA,,“i've always wanted to be an olympian. now i am a paralympian  and now i am a paralympic medalist.” - @twalnutz  
2022-03-13 17:00:00,AnythingbutF,United Kingdom,it's been quite a week @paralympics - controversy  inspirational  but for #paralympicsgb it's been history making w  
2022-03-13 16:52:26,LU_Lions,"St. Charles, Mo.",congratulations to @lindenwoodu alum  @spudsusa27 and the rest of #teamusa on another #winterparalympics gold medal  
2022-03-13 16:52:09,brweakland,"North Olmsted, OH",sled hockey is so awesome  #winterparalympics
2022-03-13 16:42:14,usahockey,"Colorado Springs, Colo.",g:yellow_circle:ld is here to stay.#winterparalympics | #teamusa:United_States:
2022-03-13 16:35:49,TeamUSA,,our village of supporters is the best. thank you  from #teamusa.  #winterparalympics 
2022-03-13 16:28:52,ChinaEmbinCH,"Bern, Switzerland",thank you all :red_heart:#beijing2022 #winterparalympics 
2022-03-13 16:21:00,dailyrecordspts,northwest New Jersey,.@6dfarmer (left) was the hero again  @spudsusa27 (right) earned his fourth #gold medal. @jwallace_usa earned a sta  
2022-03-13 16:20:23,GuDada12,,at the closing ceremony of the #beijing2022 #winterparalympics games  a huge gramophone appeared in the bird's nest  
2022-03-13 16:19:10,FerrazJff,,do you know who sir ludwig guttmann was born in july 3rd  1899  dr. guttmann was a german-british neurologist and  
2022-03-13 16:14:21,TianmuMedia,,the closing ceremony of the beijing 2022 paralympic winter games was held at the national stadium in beijing on mar  
2022-03-13 16:12:36,discoverbinhai,,the #beijing2022 #winterparalympics closed after 9 competition days. #teamchina finished at the top of both the gol  
2022-03-13 16:06:08,davidgandler,New York,congratulations to @teamusa and all of the athletes who competed at this year's #winterparalympics. i am proud to s  
2022-03-13 16:02:32,RalphLauren,"New York, NY",we are proud to outfit @teamusa for the #winterparalympicsseen here at the #closingceremony  our #teamusa down ja  
2022-03-13 16:00:34,usahockey,"Colorado Springs, Colo.",1 team. 2 angles. 3 goal scorers. 4 back to back golds.#winterparalympics | #teamusa:United_States: 
2022-03-13 16:00:14,NBCOlympics,,the 2022 #winterparalympics are officially over but now is your chance to relive the action  :snowflake:watch now on @nbc   
2022-03-13 16:00:01,justwsports,,the 2022 #winterparalympics have come to a close. :raising_hands:next stop: @milanocortina26 
2022-03-13 15:57:47,DiplomaticIns,all around the world ,closing ceremony of beijing winter paralympics via @diplomaticins#bingdwendwen  
2022-03-13 15:56:47,globaltimesnews,"Beijing, China",with #beijing2022 fever yet to recede  the success of the #winterparalympics is becoming more evident  as team chin  
2022-03-13 15:43:06,GettySport,Global,scenes from the closing ceremonies at the 2022 beijing winter paralympics. see you in 2024 for the paris paras   
2022-03-13 15:40:53,LiamNee,"Stamford, Conn.",watch all six usa gold medal moments from the 2022 #winterparalympics 
2022-03-13 15:38:54,aoOeqqmU72jzISV,,closing ceremony of beijing 2022  paralympic winter games in beijing，#chinese people's leader #xijinping attended t  
2022-03-13 15:38:20,insidethegames,,check out our selection of pictures from the #closingceremony of the #beijing2022 #winterparalympics where  
2022-03-13 15:32:44,Toyota,"Plano, TX",incredible  #teamtoyota's @ricosled23 and @usahockey win the gold medal in the men's sled hockey at the  
2022-03-13 15:31:58,insidethegames,,"#ipc president #andrewparsons hailed athletes as ""champions for peace"" and hopes world leaders will be inspired by  "
2022-03-13 15:31:37,NHLBruins,"Boston, MA",congratulations to team usa and our friends from @nepsledhockey and #nhlbruins sled hockey kyle zych  noah grove  g  
2022-03-13 15:24:44,MattWhitaker46,"Iowa, USA",congratulations to @teamusa for winning sled hockey gold medal game :United_States: #winterparalympics #usa 
2022-03-13 15:20:13,Fantom_sports,Worldwide,closing ceremony from the #winterparalympics 
2022-03-13 15:19:34,MikiMatheson,,:snowflake:#beijing2022   #winterparalympics  :snowflake: thank you beijing 
2022-03-13 15:11:59,JessicaZ1018,"Beijing, China",great thanks to all the participants and volunteers for all the wonderful moments. #winterparalympics #beijing2022  
2022-03-13 15:09:32,AlexAzziNBC,"New York, NY",china at the #winterparalympics:1976-1998: did not participate 2002-2014: 0 medals 2018: 1 medal (gold  wheelch  
2022-03-13 15:01:14,amyfanale,,#teampanasonic's @tylermcgregor08 and noah elliott are on the list of 7 athletes to watch at the 2022  
2022-03-13 14:55:08,IHGVolleyball,"Oakland, NJ",congratulations to indian hills alum  and now two-time gold medalist:1st_place_medal::1st_place_medal:  jack wallace and the rest of the usa sled h  
2022-03-13 14:52:38,KendallCoyne,,congratulations to the dynasty of @usahockey   :1st_place_medal::1st_place_medal::1st_place_medal::1st_place_medal::United_States:. congrats to the chicago legends @brodyusa4 @mckee25 &amp; josh m  
2022-03-13 14:51:14,RalphLauren,"New York, NY",as athletes from around the world come together for the #closingceremony of the #winterparalympics  we are proud to  
2022-03-13 14:49:02,NNICReno,"Reno, Nevada",as the 2022 #winterparalympics come to an end  we wanted to celebrate the 15 women representing @teamusa  of the 67  
2022-03-13 14:43:29,Dhruv_Munjal21,Bangalore/New Delhi ,sheina vaspi  israel's first winter paralympian  is a really interesting story. she competes wearing a skirt over h  
2022-03-13 14:43:27,LMARTI,,final dispatch from me at the #winterparalympics #beijing2022.... beijing's winter paralympics :snowflake: closed sunday fol  
2022-03-13 14:38:48,ParalympicsGB,UK,:globe_showing_Europe-Africa: | thank you for all your incredible support during these games. :clapping_hands:that’s us signing off from beijing 2022. we  
2022-03-13 14:32:22,usahockey,"Colorado Springs, Colo.",relive every goal  celebration &amp; save from last night's gold medal win #winterparalympics | #teamusa:United_States:
2022-03-13 14:31:43,ExploreON,"Ontario, Canada",we’re proud of all the incredible ontario athletes on #teamcanada  who competed in the #beijing2022 paralympic wint  
2022-03-13 14:30:03,NBCOlympics,,your chance to relive the action from the 2022 #winterparalympics is coming up watch the games today at 12p et on  
2022-03-13 14:30:00,TeamUSA,,"""he just keeps becoming a better leader each year."" - declan farmer@spudsusa27's leadership guides the u.s. sled  "
2022-03-13 14:24:13,RalphLauren,"New York, NY",#rlxteamusa athlete @ricosled23 takes the gold medal in paralympic sled hockey for @teamusa — his third medal in hi  
2022-03-13 14:20:55,MatthewEllis,Staffordshire UK,incredible #winterparalympics for #ukraine despite the invasion back home. extraordinary courage  
2022-03-13 14:18:34,HernaniSouza,"Sydney, New South Wales",@royalfamily @paralympicsgb today the world must make a choice: to live with honor  uphold the values ​​of the worl  
2022-03-13 14:17:38,AlexKokcharov,London,29 medals — :1st_place_medal: 11 gold  :2nd_place_medal: 10 silver  :3rd_place_medal: 8 bronze — and 2nd place in the medal count table is the final result for  
2022-03-13 14:09:03,OlympicsCN,"Beijing, China",:China:18:1st_place_medal:20:2nd_place_medal:23:3rd_place_medal: it has been a wonderful #winterparalympics proud of you all:red_heart: 
2022-03-13 14:06:17,krishansharmakk,"Bulandshahr, India",how did your country do at the #winterparalympics #gold  #silver  #bronzethe final standings .#beijing2022  
2022-03-13 14:06:04,CGTNSports,"Beijing, China",thank you for coming  friends from all over the world. #winterparalympics  
2022-03-13 14:05:14,CGTNSports,"Beijing, China",we gave the world our word and we kept it. #winterparalympics  
2022-03-13 14:04:21,CGTNSports,"Beijing, China",it's all part of the paralympic movement. #winterparalympics  
2022-03-13 14:04:09,Paralympics,,how did your country do at the #winterparalympics #gold  #silver  #bronzethe final standings .#beijing2022  
2022-03-13 14:01:26,RoyalFamily,United Kingdom,“i want you to know that you have made the country very proud  you have demonstrated all the values and ethos of th  
2022-03-13 14:01:06,PKU1898,Beijing,in a world without sound  these children were able to deliver a cheerleading performance with perfect synchronizati  
2022-03-13 13:59:44,KennedyKrieger,"Baltimore, MD",they did it  :party_popper::1st_place_medal: congratulations to @ncgrove_16 and @usahockey for winning their fourth consecutive @paralympics g  
2022-03-13 13:59:02,uamin100,world ,old is gold  #pokemongo #winterparalympics #gold #xauusd #silver 
2022-03-13 13:58:31,TeamUSA,,#closingceremony scenes  :camera_with_flash:#showtheworld x #winterparalympics 
2022-03-13 13:58:30,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,day nine of the beijing 2022 paralympic winter games. #beijing2022 #winterparalympics 
2022-03-13 13:50:37,fujikomunesan,「知らない世界」,how are they always so good   #beijing2022 #winterparalympics #paralympics #paraicehockey #usa #teamusa #goteamusa  
2022-03-13 13:48:50,chigworld,Birmingham & Warwick,“the surname is pronounced ‘bouquet’.”#winterparalympics @c4paralympics @adeadepitan 
2022-03-13 13:47:24,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,goodbye to the flame.#winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:46:53,usparasnowboard,"Colorado Springs, CO",we are so proud of you  @gabelkeith :United_States:#showtheworld // #teamusa // #winterparalympics // :camera_with_flash: @kusumotophoto 
2022-03-13 13:45:35,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,countdown.#winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:44:52,Patrick03263463,,congrats to all the athletes  ur all gold medalists in my book  :1st_place_medal::clapping_hands_light_skin_tone: #winterparalympics
2022-03-13 13:43:41,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,the paralympic flag coming down to rest until the next games.#winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:40:05,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,you rise me up is a nice song.#winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:38:18,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,the stadium and the snowflake.#winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:37:30,PWD_Beijing,,:clapping_hands::red_heart:the international paralympic committee president andrew parsons said that @beijing2022 has marked a new dawn for  
2022-03-13 13:36:01,CeeBee8,IRELAND,#winterparalympics closing ceremony was like the opening one truly beautiful. the chinese are amazing with combinin  
2022-03-13 13:35:42,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,yes flags.#winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:35:26,SteelkingsPIH,"Sheffield, UK",ladies and gentlemen  your northwest europe para ice hockey league champions :trophy: #hailtothekings :crown: #nepihl  
2022-03-13 13:34:21,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,unleashed the adorable tomatoes.#winterparalympics #beijing2022 #closingceremony #shueyrhonrhon 
