date,user,location,text
2022-03-13 13:34:01,PWD_China,,:clapping_hands::red_heart:the international paralympic committee president andrew parsons said that @beijing2022 has marked a new dawn for  
2022-03-13 13:33:47,USOPC_CEO,"Colorado Springs, CO",it was an amazing #winterparalympics for @teamusa  i’m so proud of this team. 
2022-03-13 13:31:47,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,strong musical start to the closing ceremony.#winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:31:35,CGTNSports,"Beijing, China",#togetherforasharedfuture #closingceremony #beijing2022 #winterparalympics at the national stadium in beijing  chin  
2022-03-13 13:30:53,CGTNSports,"Beijing, China",#togetherforasharedfuture #closingceremony #beijing2022 #winterparalympics at the national stadium in beijing  chin  
2022-03-13 13:29:29,Abourke3Aoife,Constantly traveling between Dublin and Mayo.,beautiful harp music. #winterparalympics #beijing2022 #closingceremony 
2022-03-13 13:29:17,romanbe80764216,,#beijing2022winterparalympics have been closed.sad that this event which is supposed to promote unity and inclusio  
2022-03-13 13:23:16,cincygreghoodin,Cincinnati Ohio,the #closingceremony of the #winterparalympics is today please celebrate the athletes of the #paralympics and their  
2022-03-13 13:20:36,globaltimesnews,"Beijing, China",#livefrombeijing2022: #beijing2022 paralympic winter games' closing ceremony held in beijing. #winterparalympics ph  
2022-03-13 13:19:00,GopherHockey,3M Arena at Mariucci ,congrats to the red  white &amp; blue  way to go  @usahockey   #winterparalympics | #teamusa 
2022-03-13 13:18:08,dellyranksindia,"New Delhi, India",beijing winter paralympics declared closed: organiser #beijing2022 #beijingwinterparalympics #winterparalympics  
2022-03-13 13:13:01,mikemsox,,@nbcolympics @fareednbcs @terrygannon83 @taralipinski @johnnygweir and now the #beijing2022 #winterolympics and  
2022-03-13 13:11:28,PKU1898,Beijing,shao haipeng  one of the representatives for the #winterparalympics tinder collection ceremony  suffers from parapl  
2022-03-13 13:11:08,Paralympics,,thank you  beijing 2022. 谢谢你，北京2022.:China::smiling_face::red_heart:it has been a wonderful #winterparalympics see you all very soon   
2022-03-13 13:10:58,ShanghaiEye,Shanghai,with the extinguishing of the paralympic flame at the closing ceremony  the beijing 2022 winter paralympics has off  
2022-03-13 13:09:58,Paralympics,,the flame is out..#beijing2022 #winterparalympics #closingceremony 
2022-03-13 13:09:12,jeffrey57306368,,the close ceremony of #beijing#winterparalympics too much joys and memories. never say goodbye  
2022-03-13 13:08:07,ParaSnowSports,"Bonn, Germany",xiexie :folded_hands: @beijing2022 :China:ciao :waving_hand: @milanocortina26 :Italy:what an incredible #winterparalympics :smiling_face: we can’t wait to see  
2022-03-13 13:07:32,KevGeo2011,Naas,sled hockey is such a cool game. #winterparalympics
2022-03-13 13:06:33,suzistockpot,Manchester via Durham,canadian oh watching para ice hockey screaming at the telly “yr letting us down big time” the usa murdering them tbh #winterparalympics
2022-03-13 13:01:28,insidethegames,,the #beijing2022 #winterparalympics #closingceremony has finishedyou can relive today's spectacle on our live blog
2022-03-13 13:00:52,vivekbajpai84,India/Noida/Delhi/Etawah,beijing #winterparalympics were officially declared closed on sunday  after a controversy-hit games which banned  
2022-03-13 13:00:01,USA_Network,,"the stars of @teamusa are here for #svu  don't miss the law &amp; order: svu ""killer couples"" marathon today at 5/4c on  "
2022-03-13 12:59:42,PhilDorward,"Bonn, Kent, Dundee",thanks for watching the beijing #winterparalympics - see you in @milanocortina26 
2022-03-13 12:59:20,realwesleywess,SF,the #closingceremony of the #winterparalympics pretty much ended in a similar same way the winter olympics did (in  
2022-03-13 12:58:41,zb513,,so much fun to watch. who scores twice while down a man  and defends successfully while down two   team usa  #gold  
2022-03-13 12:58:29,TeamUSA,,nine days of nonstop action  we’re celebrating #teamusa’s success at the #winterparalympics. :United_States: :raising_hands:
2022-03-13 12:58:04,Golover_Tu,Jiangsu,magnificent scenes of the performance during the #closingceremony of the #beijing2022  paralympic winter games at  
2022-03-13 12:57:36,ParalympicsGB,UK,we came here to compete with  not against each other.to our friends from ukraine  we wish you a peaceful onward j  
2022-03-13 12:56:03,chigworld,Birmingham & Warwick,wouldn’t it be great if the legacy of these #winterolympics &amp; #winterparalympics was that the #olympics &amp;  
2022-03-13 12:55:54,Miyuko_junsei,New York City,worst #closingceremony of the #beijing2022 #winterparalympics ever  
2022-03-13 12:55:37,_TheSportsWire,,:snowflake:oksana masters :star-struck: 14 medals :sports_medal: most decorated american winter paralympian  :United_States: #winterparalympics 
2022-03-13 12:53:54,Paralympics,,“differences here (in beijing) did not divide us. they united us. together for a shared future. through this unity  
2022-03-13 12:53:04,ToffeeFever,,"one more suffer-through of that ""snowflake  snowflake"" song and we don't have to hear it no more. thank god   "
2022-03-13 12:52:45,NBCOlympics,,the flame is officially out at these #winterparalympics. :television:: @usa_network &amp; @peacocktv :laptop::  
2022-03-13 12:51:56,AcrossInner,"Hohhot, Inner Mongolia, China",snapshots of the closing ceremony of the #beijing2022 #winterparalympics 
2022-03-13 12:51:54,Paralympics,,“to the 9 000 volunteers. you have been the heartbeat of these games. your enthusiasm energized and empowered us al  
2022-03-13 12:51:05,BangGoTheBells,,:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:the #winterparalympics flame has been put out.#beijing2022 #closingceremony
2022-03-13 12:50:00,cbcsports,Canada,the #winterparalympics has officially been handed off to italy and milano-cortina 2026  :Italy: 
2022-03-13 12:49:23,ParaSnowSports,"Bonn, Germany",“in the face of adversity you showed strength in diversity.”- :speaking_head: @parsonsandrew #winterparalympics #beijing2022  
2022-03-13 12:48:36,TeamUSATracker,United States,and women contributed to 70% of @teamusa 20 medals and as noted by  @alexazzinbc women only make up 24% of #winterparalympics athletes
2022-03-13 12:48:21,Paralympics,,“you promised simple  safe and splendid. you delivered stunning  secure and spectacular.”ipc president andrew par  
2022-03-13 12:47:39,Mimi_Dawn_in_SB,"South Bend, Indiana, USA",congratulations to the us men’s sled hockey team on their 4th straight gold medal at the 2022 beijing winter paraly  
2022-03-13 12:47:07,CGTNSportsScene,"北京, 中华人民共和国",:red_paper_lantern:#shueyrhonrhon's last day at work#beijing2022 #winterparalympics #closingceremony  #雪容融 @paralympics  
2022-03-13 12:46:31,insidethegames,,"during his speech #ipc president andrew parsons claimed athletes ""showed new levels of resilience and respect"" at t  "
2022-03-13 12:46:16,Miyuko_junsei,New York City,@paralympics @milanocortina26 @cipnotizie @viobebe is very ecstatic to see the #winterparalympics in  
2022-03-13 12:45:56,HerSportUK,Editors' pick content here 👇,menna fitzpatrick relishing prospect of racking up more paralympic medals on 'home' milan-cortina snow | sportsbeat  
2022-03-13 12:44:07,TeamUSATracker,United States,and #paralympics close with @teamusa picking up 20 medals (6 :1st_place_medal:  11 :2nd_place_medal:  3 :3rd_place_medal:)@oksanamasters first :United_States: to win 7 medals  
2022-03-13 12:43:32,Wiesel_Flink,,prior and at end  highlights...  . #paralympicgames #beijing2022 #closingceremony #paralympics #winterparalympics 
2022-03-13 12:42:53,Golover_Tu,Jiangsu,highlights of #closingceremony of #beijing2022  paralympic winter games.#paralympics #winterparalympics 
2022-03-13 12:42:07,globaltimesnews,"Beijing, China",while some 600 athletes competed in #beijing2022 #winterparalympics  more than 40 technicians were on hand to provi  
2022-03-13 12:41:57,CityObserve,,winter paralympic games in beijing  the chinese sports delegation courageously won 18 gold medals  20 silver medals  
2022-03-13 12:41:01,Miyuko_junsei,New York City,the @milanocortina26 #winterparalympics presentation during the #closingceremony of the #beijing2022  
2022-03-13 12:40:04,RalphLauren,"New York, NY",congratulations to #rlxteamusa athlete @ricosled23 for taking the gold medal in paralympic sled hockey for @teamusa  
2022-03-13 12:39:17,Paralympics,,we can't wait to be there with you @milanocortina26  :Italy::smiling_face:#beijing2022 #winterparalympics #closingceremony  
2022-03-13 12:36:56,NBCOlympics,,.@teamusa flag bearer keith gabel walking into the #winterparalympics closing ceremony  
2022-03-13 12:36:30,CGTNSportsScene,"北京, 中华人民共和国",#beijing2022 #winterparalympics closing ceremony :musical_note::confetti_ball::star-struck::musical_notes:#paralympics @paralympics @parasnowsports @paraicehockey  
2022-03-13 12:35:47,ParaSnowSports,"Bonn, Germany",how many #parasnowsports athletes can you spot  :magnifying_glass_tilted_left::thinking_face:#winterparalympics #beijing2022:camera_with_flash:: @gettyimages 
2022-03-13 12:34:04,Paralympics,,after an incredible winter paralympics  the flag is  lowered  and handed over to italy @milanocortina26 :Italy:  
2022-03-13 12:33:48,NBCOlympics,,the #winterparalympics have now been handed off from beijing to milano-cortina for 2026  :television:: @usa_network &amp;  
2022-03-13 12:33:29,insidethegames,,#milancortina2026 has received the paralympic flag at the #closingceremomy of the #beijing2022 #winterparalympics  
2022-03-13 12:32:53,uk_sport,London,:dizzy: six medals:dizzy: inspiring performances :dizzy: rewriting the history booksone extraordinary @paralympicsgb :United_Kingdom:  
2022-03-13 12:32:46,realwesleywess,SF,with the handover of the paralympic flag from beijing to milano-cortina  it's time for the national anthem of italy  
2022-03-13 12:32:43,MartinBelam,"London, 1965",i've been working covering the #winterparalympics here from london every day for 11 days  often with very early bei  
2022-03-13 12:31:54,SnowAndBeach,Essex,the sound of the italian anthem is incredible  there’s just something about it  :OK_hand:#italy #winterparalympics  
2022-03-13 12:30:36,MartinBelam,"London, 1965",the italian national anthem is an absolute all-time banger  isn't it  #winterparalympics
2022-03-13 12:30:19,globaltimesnews,"Beijing, China",china's para #icehockey team beat #southkorea to win a historic bronze medal on sat. the fledgling team guided by r  
2022-03-13 12:29:54,The_Nation,Pakistan,winter paralympics to close after ukraine  china athletes star#winterparalympics #ukraine  
2022-03-13 12:27:28,CGTNSports,"Beijing, China",nothing keeps you from chasing your dream. #winterparalympics  
2022-03-13 12:25:37,Miyuko_junsei,New York City,mission accomplished in #beijing2022 #winterparalympics as #ukraine became the paralympic :woman_superhero: in #paracrosscountry  
2022-03-13 12:25:29,CGTNSportsScene,"北京, 中华人民共和国",:China:20-year-old #paraalpine skier zhang mengqiu surprised viewers by styling 5 different hairdos at award ceremonies  
2022-03-13 12:25:17,058Lorna,Lancaster🌹,great to see all the #volunteers being acknowledged and credited for their huge contribution at the #winterparalympics  :clapping_hands::clapping_hands::clapping_hands:.
2022-03-13 12:25:15,Abilty_PTR,Where ever my wheels are!,china recognises &amp; celebrates their disabled &amp; impaired volunteer games makers...shame london 2012 didn't do likewi  
2022-03-13 12:25:06,AlisonGurney,UK,oh  i bet that was exquisite to hear live #winterparalympics  #closingceremony #youraisemeup
2022-03-13 12:24:44,BangGoTheBells,,love :slightly_smiling_face:#beijing2022 #winterparalympics #closingceremony
2022-03-13 12:24:34,realwesleywess,SF,after the thank you volunteers section  there's a mandarin cover of you raise me up. #closingceremony  
2022-03-13 12:23:57,nlhabs,"Waterloo, Ontario",great coverage  loved following along with @cbcsports @devin_heroux :Canada:. congrats to all the athletes &amp; the 25 medal  
2022-03-13 12:23:23,Paralympics,,birgit skarstein and joshua peter dueck are the two newly elected members of the ipc athletes' council.  
2022-03-13 12:22:47,NBCOlympics,,a tradition continues. the newly elected members of the ipc honor the volunteers of the #winterparalympics  :television::  
2022-03-13 12:22:16,amy_changchien,Taipei,as the closing ceremony of #winterparalympics begins  paralympians march into the bird’s nest in beijjng to the me  
2022-03-13 12:18:48,Paralympics,,here come the flag bearers #closingceremony #beijing2022 #winterparalympics 
2022-03-13 12:18:19,realwesleywess,SF,welcoming in the newest members of the ipc athletes council at the #winterparalympics #closingceremony  #paralympics #beijing2022
2022-03-13 12:17:56,neilnews91,Stewkley,after nine days of thrilling sporting action  the curtain is coming down on the #beijing2022 #winterparalympics fo  
2022-03-13 12:17:34,realwesleywess,SF,after 9 days of competition  it's time for the #closingceremony of the #winterparalympics  #beijing2022
2022-03-13 12:17:23,CTVD_Meow,"Los Angeles, CA",:camera_with_flash: #beijing2022the sky over the national stadium on closing day.that's a great shot.:hushed_face:goodbye #winterparalympics:waving_hand:  
2022-03-13 12:17:19,insidethegames,,all the flagbearers have entered the #birdsnest for the #closingceremony of the #winterparalympics follow our liv  
2022-03-13 12:16:34,BangGoTheBells,,that needle is gonna get really damaged if it continues to go across the world like that :winking_face_with_tongue::winking_face_with_tongue:#beijing2022 #winterparalympics #closingceremony
2022-03-13 12:15:21,Dreams_Beds,United Kingdom,and just like that it's over. a huge well done to @paralympicsgb for everything you’ve achieved at the #beijng2022  
2022-03-13 12:14:08,amgrant1982,"Brisbane, Australia",i couldn't think of a better person to be our flagbearer at the #winterparalympics  closing ceremony than @bentudhope :Australia:
2022-03-13 12:14:07,PhilDorward,"Bonn, Kent, Dundee",what it's all about  our @paralympics athletes - quite simply the best people to work for.  #winterparalympics 
2022-03-13 12:13:11,ToffeeFever,,am i watching a xuxa rerun with all those flags right now  #closingceremony #winterparalympics #paralympics #beijing2022
2022-03-13 12:12:56,Paralympics,,one last party  #closingceremony #beijing2022 #winterparalympics 
2022-03-13 12:11:30,NBCOlympics,,here come the flag bearers  #winterparalympics:television:: @usa_network &amp; @peacocktv :laptop::  
2022-03-13 12:05:26,chigworld,Birmingham & Warwick,i feel guilty that i haven’t paid as much attention to the #winterparalympics as i intended to  not least because t  
2022-03-13 12:03:03,Golover_Tu,Jiangsu,here comes the #closingceremony of #beijing2022 #winterparalympics 
2022-03-13 12:01:41,BangGoTheBells,,that's the biggest turntable i've evr seen  #beijing2022 #winterparalympics #closingceremony
2022-03-13 12:01:17,AlisonGurney,UK,time for #winterparalympics #closingceremony #channel4
2022-03-13 12:00:35,AUSParalympics,Australia,aus viewers  you can watch the #closingceremony live on @7plus: #readysetsnow  
2022-03-13 12:00:01,TeamUSA,,spring out of bed  the #closingceremony is starting now  :alarm_clock::television: : @usa_network | @peacocktv #showtheworld x  
2022-03-13 11:59:49,artieopteryx,Northern Ireland,ooh  love a bold declaration on live tv: i’ll add @laurensteadman to the 2026 thread preemptively  #winterparalympics
2022-03-13 11:58:09,Paralympics,,the #closingceremony is about to begin #winterparalympics #beijing2022 
2022-03-13 11:57:06,BangGoTheBells,,:loudly_crying_face::loudly_crying_face::loudly_crying_face:it's almost over #beijing2022 #winterparalympics #closingceremony
2022-03-13 11:41:02,NBCOlympics,,.@teamusa flag bearer keith gabel has enjoyed his experience at the #winterparalympics. 
2022-03-13 11:40:30,globaltimesnews,"Beijing, China",#livefrombeijing2022: the #beijing2022 paralympic winter games' closing ceremony will be held at the national stadi  
2022-03-13 11:40:23,insidethegames,,our live blog on the #closingceremony of the #beijing2022 #winterparalympics is underway follow updates from  
2022-03-13 11:39:40,yuanyuanLLL,,do you know the paralympic cross-country skiing can be completed while seated  - global times  
2022-03-13 11:37:32,AnythingbutF,United Kingdom,as #closingceremony gets underway the final #beijingbound &amp; review of #beijing2022  #winterparalympics  with  
2022-03-13 11:37:29,VillanuevaYnigo,,:United_States::musical_note: o  say does that star-spangled banner yet waveo’er the land of the free and the home of the brave  :musical_note::United_States:  
2022-03-13 11:37:19,yuanyuanLLL,,mr. thomas bach speaks highly of beijing 2022 - mr. thomas bach  president of the international olympic committee (  
2022-03-13 11:36:19,StDunstansColl,SE6 4TY,congratulations to team @paralympicsgb  #winterparalympics 
2022-03-13 11:34:42,yuanyuanLLL,,goodbye #olympics  see u in 2024  #beijing2022 #winterparalympics #bingdwendwen #shueyrhonrhon 
2022-03-13 11:30:02,NBCSports,,it's for the conclusion of the 2022 #winterparalympics. :snowflake:tune into the closing ceremony now :television: @usa_network and  
2022-03-13 11:30:02,NBCOlympics,,it's finale time. :fireworks: the closing ceremony of the 2022 #winterparalympics begins now :television: @usa_network and  
2022-03-13 11:27:33,ChinaJohnnyWang,"Dar es Salaam, Tanzania",warm congratulations to team china who has won the first place in both gold medal ranking and all medals ranking in  
2022-03-13 11:24:52,uisgebeatha,Edinburgh,tuned in early for #winterparalympics fun and what in the double denim has happened to alex kapranos
2022-03-13 11:20:51,Leopold78238098,,it's time to #showtheworld the opening ceremony of the 2022 #winterparalympics begins now.:television: @usa_network and  
2022-03-13 11:15:02,DeccanHerald,India,#china have emerged as a new #winterparalympics powerhouse at their own #beijinggames  topping the medals table in  
2022-03-13 11:05:51,Paralympics,,:check_mark_button: @oksanamasters becomes the most decorated us winter paralympian :check_mark_button: ukraine finish #paranordic with seven medals  
2022-03-13 11:00:01,USParaAlpineSki,United States,feels like just yesterday we were at the bird's nest for the opening ceremony. and now it's time to close the gam  
2022-03-13 10:53:35,AnythingbutF,United Kingdom,beijing bound #26 - phil smith chef de mission  #olympics #paralympics #beijing2022  
2022-03-13 10:39:59,Golover_Tu,Jiangsu,congratulations to #teamchina :China::China::China:team china's gold medals in #beijing2022   paralympic winter games.  
2022-03-13 10:39:25,insidethegames,,the #italian won the #alpineskiing men's slalom vision impaired event during the final day of the #paralympics  
2022-03-13 10:30:11,VoiceoftheBund,,#skiing ！#braking ！#shueyrhonrhon also has these #hiddenskills  the #camera follows the lovely little guy all the  
2022-03-13 10:30:06,puclubjapan,Japan,declan farmer (@6dfarmer) #princetonu class of '20 just won #gold at #winterparalympics with his u.s. sled hockey t  
2022-03-13 10:28:41,olgaborodankova,,ukrainian sportsmen have won 29 olympic medals in #winterparalympics which ranked them 2nd in the games. congratula  
2022-03-13 10:20:56,JJChalmersRM,Edinburgh,just a quick one  @edjackson8 is really good at tv.  that is all. :lobster:@c4paralympics #winterparalympics 
2022-03-13 10:17:52,MiketsuL,,you know what in my city summertime is coming now.and look back february i suddenly think about that poem: in the d  
2022-03-13 10:17:23,ParalympicsGB,UK,:United_Kingdom: | paralympicsgb were more competitive in more sports than ever before at beijing 2022.what a team. :clapping_hands:#winterparalympics
2022-03-13 10:15:14,APC_CEO,"Sydney, Australia",congratulations @ausparalympics team. you made us all so proud. #winterparalympics #beijing2022 #parasnowsportheroes 
2022-03-13 10:12:55,TVNZ,"TVNZ, Auckland",join kiwi flagbearer corey peters as the #beijing2022  #winterparalympics come to a end tonight with the closing ce  
2022-03-13 10:02:53,mj_santos,Planet Earth,wow. bravo  team #china  #beijing2022 #paralympics #winterparalympics 
2022-03-13 10:02:25,artieopteryx,Northern Ireland,to be very clear  it’s good to have adaptive events  and it’s great to see the winter athletes making their mark  b  
2022-03-13 10:02:22,artieopteryx,Northern Ireland,it’s testament to how impressive in scope the summer editions of the #paralympics have become that the  
2022-03-13 10:00:00,USParaAlpineSki,United States,our final recap of the games :backhand_index_pointing_down:#winterparalympics #showtheworld #teamusa 
2022-03-13 09:59:28,ParaSnowSports,"Bonn, Germany",we’re heading back to the iconic national stadium :stadium: for the closing ceremony  :party_popper:join us at 20:00 (gmt+8) as we clo  
2022-03-13 09:57:45,BusinessBeijing,"Beijing, China",with all the events of #beijing2022 winter #paralympics completed  #teamchina won a total of 61 medals  18 gold  20  
2022-03-13 09:57:23,able2uk,UK,neil and andrew simpson’s error cost them a medal on final day of beijing winter paralympics  but there’s celebrati  
2022-03-13 09:51:19,globaltimesnews,"Beijing, China",#gtgraphic: congratulations  team #china tops both the gold and overall medal tallies at the #beijing2022 paralympi  
2022-03-13 09:49:11,insidethegames,,#china has won 18 #gold  20 #silver and 23 #bronze medals the #winterparalympics  
2022-03-13 09:46:12,BusinessBeijing,"Beijing, China",:clapping_hands:the #closingceremony of the #beijing2022 #winterparalympics will be held at the national stadium on the evening of  
2022-03-13 09:36:38,CGTNSports,"Beijing, China",#paraicehockey  medal ceremony during the #beijing2022 #winterparalympics on march 13  2022:1st_place_medal: team usa:2nd_place_medal: team canad  
2022-03-13 09:30:00,DailyBeijing,"Beijing, China",during the #beijing2022 #winterparalympics  cato zahl pedersen  chef de mission for #norwegian  spoke highly of the  
2022-03-13 09:24:40,TVNZ,"TVNZ, Auckland",adam hall takes his second bronze on the final day with a brilliant run  :3rd_place_medal::fire::New_Zealand:excellent effort from aotearoa at the  
2022-03-13 09:23:36,SportRisultati,,#beijing2022 #paraalpine sl sitting m:keycap_1: jesper #pedersen :Norway: 1:31.10 :1st_place_medal::keycap_2: niels de langen :Netherlands: +6.08 :2nd_place_medal::keycap_3: rené  
2022-03-13 09:22:28,SportRisultati,,#beijing2022 #paraalpine sl standing m:keycap_1: arthur #bauchet :France: 1:29.61 :1st_place_medal::keycap_2: liang jingyi :China: +2.66 :2nd_place_medal::keycap_3: adam hall :New_Zealand:  
2022-03-13 09:21:12,SportRisultati,,#beijing2022 #paraalpine sl vision impaired m:keycap_1: giacomo #bertagnolli (a.ravelli) :Italy: 1:26.82 :1st_place_medal::keycap_2: johannes aigner  
2022-03-13 09:21:10,CGTNSportsScene,"北京, 中华人民共和国",:snowflake:the #beijing2022 #winterparalympics will be coming to an end with tonight's #closingceremony:eyes:here is a look bac  
2022-03-13 09:19:28,TVNZ,"TVNZ, Auckland",brilliant scenes to round out the #beijing2022 #winterparalympics  :3rd_place_medal::3rd_place_medal: 
2022-03-13 09:18:19,CGTNSportsScene,"北京, 中华人民共和国",:speech_balloon:andrew parsons  @paralympics president:#beijing2022 #winterparalympics have been a great success  
2022-03-13 09:14:05,Paralympics,,rewards for a brilliant finish in the 4x2.5km race for norway's:Norway: relay team....it's #bronze #beijing2022  
2022-03-13 09:10:52,Paralympics,,“it is pretty heavy on the heart right now  and i think it is going to take some time to move past that. you have t  
2022-03-13 09:03:02,TeamUSA,,bringing home the :1st_place_medal:@usparanordic won its first-ever mixed relay gold to close out cross-country competition at the #winterparalympics.
2022-03-13 09:02:32,Paralympics,,"""he's going to become the captain here soon. he's just one of those guys that leads by example and he leads with th  "
2022-03-13 08:58:33,BEParalympics,Belgium,#beijing2022 #winterparalympics23rd place for rémi mazi in the men's slalom  good way to close these games for rém  
2022-03-13 08:57:52,LiamNee,"Stamford, Conn.",#winterparalympics day 9 recap: u.s. sled hockey completes four-peat  masters makes history 
2022-03-13 08:57:09,mixdevil66,"Europe, Planet Earth, normally",a ‘miracle’ in beijing: #ukraine unbowed at #winterparalympics. ukraine’s winter paralympics athletes claim record  
2022-03-13 08:52:32,paraicehockey,"Bonn, Germany",the only thing that's left let's end these games in style. :partying_face:#winterparalympics | #paraicehockey | #beijing2022 | @paralympics
2022-03-13 08:49:51,CGTNSports,"Beijing, China",meet the flagbearer of #teamchina at the closing ceremony of #beijing2022 #winterparalympics - #杨洪琼 #yanghongqiong.  
2022-03-13 08:45:34,CGTNSportsScene,"北京, 中华人民共和国","yan zhuo  #beijing2022 #wheelchaircurling #gold medalist:""if a female player is on the court  and the substitute i  "
2022-03-13 08:37:55,ParalympicsGB,UK,"""it's fairly significant in terms of a mark of progress of how the programme's developed..."" @smeenagh 12th place  "
2022-03-13 08:36:57,Paralympics,,"""i’m happy because i have improved since the last #winterparalympics. there  i had one bronze  one silver and two g  "
2022-03-13 08:36:25,SportRisultati,,#beijing2022 #paracrosscountry 4x2.5km open relay:keycap_1: ukr :Ukraine: 28:05.3 :1st_place_medal::keycap_2: fra :France: +25.1 :2nd_place_medal::keycap_3: nor :Norway: +35.7 :3rd_place_medal:  
2022-03-13 08:35:24,SportRisultati,,#beijing2022 #paracrosscountry 4x2.5km mixed relay:keycap_1: usa :United_States: 25:59.3 :1st_place_medal::keycap_2: chn :China: +26.0 :2nd_place_medal::keycap_3: can :Canada: +1:01.3 :3rd_place_medal:  
2022-03-13 08:31:24,Shafaqut94,World,what a finish from kovalevskyi :Ukraine: in the open relay   #gold ukraine :Ukraine:#silver france :France:#bronze norway :Norway:  
2022-03-13 08:30:11,TeamUSA,,finished on :TOP_arrow:#teamusa came away with gold in the cross-country mixed team relay on the final day of the  
2022-03-13 08:28:53,uk_sport,London,paralympic champions neil simpson and guide andrew simpson have been chosen as flagbearers for @paralympicsgb  at t  
2022-03-13 08:26:23,jayi_wang,"Taipei City, Taiwan",global events /3-22-13#北京冬残奥会 2022 #2022winterparalympics#winterparalympics#北京2022 #beijing2022#北京 #beijing  
2022-03-13 08:26:06,CGTNSportsScene,"北京, 中华人民共和国",#beijing2022 #winterparalympics #paraicehockey :1st_place_medal:#teamusa cruised to 4th consecutive #gold after beating  
2022-03-13 08:22:34,AUSParalympics,Australia,after 9 fantastic days of competition  we say farewell to the #beijing2022 #winterparalympics at tonight’s  
2022-03-13 08:22:14,CGTNSportsScene,"北京, 中华人民共和国",":speech_balloon:""#olympics is the biggest stage  and it's on our doorstep... there was both pressure &amp; motivation for everyone. th  "
2022-03-13 08:13:33,ParaSnowSports,"Bonn, Germany",and that's a wrap for our #parasnowsports family at #beijing2022  here are our top 5 countries on each sport's me  
2022-03-13 08:10:00,DailyBeijing,"Beijing, China",all competitions of the #beijing2022 #winterparalympics ended on the afternoon of mar.13. after 9-day games  the  
2022-03-13 08:07:28,Demetrehunter23,Detroit Ml | Las vegas ,winter paralympics mar 13th 2022 world champion wonderful excited of ultra for #winterparalympics  #openingceremony  
2022-03-13 08:07:10,ParalympicsNZ,"Auckland, New Zealand",adam hall  a true leader and icon of para sport.:black_heart:#oneteamonespirit#winterparalympics#beijing2022  
2022-03-13 08:06:27,TeamUSA,,team usa completed another chapter in the sled hockey history books  winning a record-extending fourth consecutive  
2022-03-13 08:05:32,CGTNSportsScene,"北京, 中华人民共和国",with all the events completed  :China:china finished with 61 medals in total (18:1st_place_medal:  20:2nd_place_medal:  23:3rd_place_medal:) to top the medal table  mar  
2022-03-13 08:02:29,ParaSnowSports,"Bonn, Germany",:woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::man_raising_hand_medium_skin_tone::man_raising_hand_medium-light_skin_tone::man_raising_hand_medium_skin_tone::1st_place_medal::United_States: #winterparalympics #beijing2022 @teamusa @usparanordic :camera:: getty images 
2022-03-13 08:00:23,SnowAust,,3x paralympian and #beijing2022 :3rd_place_medal: medallist @bentudhope  will carry the australian flag in tonight's  
2022-03-13 07:59:02,ParaSnowSports,"Bonn, Germany",:blue_heart::yellow_heart: :1st_place_medal:@ukrparalympic #winterparalympics #beijing2022 :camera:: getty images 
2022-03-13 07:59:01,ParaSnowSports,"Bonn, Germany",#paraalpine one last set of podium pics :smiling_face_with_tear:#winterparalympics #beijing2022 @paralympics @beijing2022 :camera_with_flash::  
2022-03-13 07:58:54,Paralympics,,how good was the #wheelchaircurling action at #beijing2022 :star-struck:from china's :China: #gold retention  to latvia :Latvia: making  
2022-03-13 07:54:29,ParaSnowSports,"Bonn, Germany",:Italy::1st_place_medal: ciao  @milanocortina26  #winterparalympics #beijing2022 @cipnotizie :camera:: getty images 
2022-03-13 07:52:25,ParaSnowSports,"Bonn, Germany",:Norway::keycap_4::1st_place_medal: #winterparalympics #beijing2022 #paraalpine :camera:: getty images 
2022-03-13 07:51:16,TeamUSA,,it's :keycap_3: gold medals together for team usa veterans @lifeofalw and @ricosled23. #winterparalympics 
2022-03-13 07:50:45,paraicehockey,"Bonn, Germany",the man with the toughest task delivered  :check_mark_button::speaking_head: us goalie jen lee speaks about the challenges of replacing the goat   
2022-03-13 07:49:26,globaltimesnews,"Beijing, China",#trivia moment for #beijing2022: how do sit-skiers make those challenging turns in para alpine skiing   
2022-03-13 07:47:52,GBSnowsport,United Kingdom,the 2022 paralympic winter games reached their conclusion today with a final showing in the men's slalom and the cr  
2022-03-13 07:46:23,ParaSnowSports,"Bonn, Germany",:blue_heart::white_heart::red_heart: :1st_place_medal: :blue_heart::white_heart::red_heart:#winterparalympics #beijing2022 @equipefra :camera:: getty images 
2022-03-13 07:45:33,AUSParalympics,Australia,"""i proved i’m still one of the best skiers in the world when i string it together.""in his final race at his 4th  "
2022-03-13 07:42:50,Paralympics,,it's a first ever #paraicehockey medal for china :China: who take #bronze #beijing2022 #winterparalympics 
2022-03-13 07:42:12,Paralympics,,back to back #silver medals for canada :Canada: after a great #paraicehockey tournament  #beijing2022 #winterparalympics 
2022-03-13 07:39:16,Paralympics,,@cdnparalympics with a #bronze in the mixed relay bringing them to third in the overall medal table  #beijing2022  
